query_id,split,ingress_node_id,start_time_ms,query_text,zone_constraint,zone_type_constraint,service_constraint,freshness_constraint,ambiguity_level,difficulty,intended_domain_count,ground_truth_count,query_family,workload_tier,intent_facet,query_text_id,manifest_difficulty,target_relevant_domains,target_confuser_domains,explicit_domain_mention,explicit_zone_mention,semantic_intent_family
q-rf_1239_sprint-sanity_appendix_v3-0649,test,"Seattle,+WA6450",64800,archival next bus in downtown,,downtown,bus_arrival,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0649,easy,domain-02,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0650,test,"Atlanta,+GA2338",64900,archival next bus in downtown,,downtown,bus_arrival,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-sanity_appendix_v3-0650,easy,domain-13,,0,0,corridor_incident_diversion
q-rf_1239_sprint-sanity_appendix_v3-0651,test,"Relay,+MD4093",65000,archival bus arrival in downtown,,downtown,bus_arrival,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0651,easy,domain-06,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0652,test,"New+York,+NY4134",65100,realtime bus waiting time in downtown,,downtown,bus_arrival,realtime,low,easy,2,2,semantic_brief,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0652,easy,domain-06;domain-09,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0653,test,"Atlanta,+GA6565",65200,realtime bus arrival in downtown,,downtown,bus_arrival,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-sanity_appendix_v3-0653,easy,domain-02,,0,0,corridor_incident_diversion
q-rf_1239_sprint-sanity_appendix_v3-0654,test,"Manasquan,+NJ4047",65300,realtime bus arrival in downtown,,downtown,bus_arrival,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0654,easy,domain-13,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0655,test,"Tacoma,+WA6720",65400,recent next bus in downtown,,downtown,bus_arrival,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-sanity_appendix_v3-0655,easy,domain-06,,0,0,corridor_incident_diversion
q-rf_1239_sprint-sanity_appendix_v3-0656,test,"Roachdale,+IN6402",65500,recent bus waiting time in downtown,,downtown,bus_arrival,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0656,easy,domain-02,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0657,test,Boston5499,65600,archival bus arrival in industrial,,industrial,bus_arrival,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0657,easy,domain-02,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0658,test,Paris4051,65700,archival next bus in industrial,,industrial,bus_arrival,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-sanity_appendix_v3-0658,easy,domain-03,,0,0,corridor_incident_diversion
q-rf_1239_sprint-sanity_appendix_v3-0659,test,"Relay,+MD6431",65800,archival next bus in industrial,,industrial,bus_arrival,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0659,easy,domain-14,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0660,test,"Munich,+Germany4087",65900,realtime bus waiting time in industrial,,industrial,bus_arrival,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,event_shuttle_queue,qt-q-rf_1239_sprint-sanity_appendix_v3-0660,easy,domain-14,,0,0,event_shuttle_queue
q-rf_1239_sprint-sanity_appendix_v3-0661,test,London4045,66000,need bus waiting time for industrial with recent freshness,,industrial,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0661,easy,domain-03,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0662,test,"Rancho+Cordova,+CA5514",66100,need next bus for industrial with recent freshness,,industrial,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0662,easy,domain-02,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0663,test,"Sydney,+Australia4067",66200,need bus waiting time for industrial with recent freshness,,industrial,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0663,easy,domain-14,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0664,test,"Ashburn,+VA10162",66300,need next bus for residential with archival freshness,,residential,bus_arrival,archival,low,easy,2,2,paraphrase_controlled,sanity_appendix_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-sanity_appendix_v3-0664,easy,domain-05;domain-08,,0,0,corridor_incident_diversion
q-rf_1239_sprint-sanity_appendix_v3-0665,test,"Seattle,+WA6450",66400,need bus waiting time for residential with archival freshness,,residential,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0665,easy,domain-06,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0666,test,"Atlanta,+GA2338",66500,need bus waiting time for residential with realtime freshness,,residential,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0666,easy,domain-06,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0667,test,"Relay,+MD4093",66600,need bus arrival for residential with realtime freshness,,residential,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0667,easy,domain-05,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0668,test,"New+York,+NY4134",66700,need bus waiting time for residential with recent freshness,,residential,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,event_shuttle_queue,qt-q-rf_1239_sprint-sanity_appendix_v3-0668,easy,domain-01,,0,0,event_shuttle_queue
q-rf_1239_sprint-sanity_appendix_v3-0669,test,"Atlanta,+GA6565",66800,need bus waiting time for school area with archival freshness,,school_area,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0669,easy,domain-12,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0670,test,"Manasquan,+NJ4047",66900,need bus waiting time for school area with archival freshness,,school_area,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,event_shuttle_queue,qt-q-rf_1239_sprint-sanity_appendix_v3-0670,easy,domain-05,,0,0,event_shuttle_queue
q-rf_1239_sprint-sanity_appendix_v3-0671,test,"Tacoma,+WA6720",67000,need next bus for school area with realtime freshness,,school_area,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0671,easy,domain-16,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0672,test,"Roachdale,+IN6402",67100,need bus waiting time for school area with realtime freshness,,school_area,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0672,easy,domain-01,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0673,test,Boston5499,67200,need bus arrival for school area with realtime freshness,,school_area,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0673,easy,domain-05,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0674,test,Paris4051,67300,need next bus for school area with recent freshness,,school_area,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0674,easy,domain-05,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0675,test,"Relay,+MD6431",67400,need bus arrival for school area with recent freshness,,school_area,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0675,easy,domain-12,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0676,test,"Munich,+Germany4087",67500,need bus waiting time for stadium area with archival freshness,,stadium_area,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0676,easy,domain-04,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0677,test,London4045,67600,need bus waiting time for stadium area with archival freshness,,stadium_area,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0677,easy,domain-11,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0678,test,"Rancho+Cordova,+CA5514",67700,need bus arrival for stadium area with realtime freshness,,stadium_area,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0678,easy,domain-11,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0679,test,"Sydney,+Australia4067",67800,need bus arrival for stadium area with realtime freshness,,stadium_area,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0679,easy,domain-15,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0680,test,"Ashburn,+VA10162",67900,need bus waiting time for stadium area with recent freshness,,stadium_area,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0680,easy,domain-15,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0681,test,"Seattle,+WA6450",68000,need bus arrival for stadium area with recent freshness,,stadium_area,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,event_shuttle_queue,qt-q-rf_1239_sprint-sanity_appendix_v3-0681,easy,domain-11,,0,0,event_shuttle_queue
q-rf_1239_sprint-sanity_appendix_v3-0682,test,"Atlanta,+GA2338",68100,need next bus for transport hub with archival freshness,,transport_hub,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-sanity_appendix_v3-0682,easy,domain-03,,0,0,corridor_incident_diversion
q-rf_1239_sprint-sanity_appendix_v3-0683,test,"Relay,+MD4093",68200,need bus waiting time for transport hub with archival freshness,,transport_hub,bus_arrival,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,event_shuttle_queue,qt-q-rf_1239_sprint-sanity_appendix_v3-0683,easy,domain-15,,0,0,event_shuttle_queue
q-rf_1239_sprint-sanity_appendix_v3-0684,test,"New+York,+NY4134",68300,need bus arrival for transport hub with archival freshness,,transport_hub,bus_arrival,archival,low,easy,2,2,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0684,easy,domain-08;domain-11,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0685,test,"Atlanta,+GA6565",68400,need next bus for transport hub with realtime freshness,,transport_hub,bus_arrival,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-sanity_appendix_v3-0685,easy,domain-15,,0,0,school_dismissal_bunching
q-rf_1239_sprint-sanity_appendix_v3-0686,test,"Manasquan,+NJ4047",68500,need bus waiting time for transport hub with recent freshness,,transport_hub,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,commuter_peak_headway,qt-q-rf_1239_sprint-sanity_appendix_v3-0686,easy,domain-15,,0,0,commuter_peak_headway
q-rf_1239_sprint-sanity_appendix_v3-0687,test,"Tacoma,+WA6720",68600,need next bus for transport hub with recent freshness,,transport_hub,bus_arrival,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,hub_transfer_delay,qt-q-rf_1239_sprint-sanity_appendix_v3-0687,easy,domain-10,,0,0,hub_transfer_delay
q-rf_1239_sprint-sanity_appendix_v3-0688,test,"Roachdale,+IN6402",68700,need ambient humidity for downtown with archival freshness,,downtown,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0688,easy,domain-02,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0689,test,Boston5499,68800,need humidity for downtown with archival freshness,,downtown,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0689,easy,domain-13,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0690,test,Paris4051,68900,need moisture level for downtown with realtime freshness,,downtown,humidity,realtime,low,easy,2,2,paraphrase_controlled,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0690,easy,domain-06;domain-09,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0691,test,"Relay,+MD6431",69000,need humidity for downtown with realtime freshness,,downtown,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0691,easy,domain-13,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0692,test,"Munich,+Germany4087",69100,need humidity for downtown with recent freshness,,downtown,humidity,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0692,easy,domain-13,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0693,test,London4045,69200,need ambient humidity for downtown with recent freshness,,downtown,humidity,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0693,easy,domain-02,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0694,test,"Rancho+Cordova,+CA5514",69300,need moisture level for downtown with recent freshness,,downtown,humidity,recent,low,easy,2,2,paraphrase_controlled,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0694,easy,domain-06;domain-09,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0695,test,"Sydney,+Australia4067",69400,need moisture level for industrial with archival freshness,,industrial,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0695,easy,domain-07,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0696,test,"Ashburn,+VA10162",69500,need ambient humidity for industrial with archival freshness,,industrial,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0696,easy,domain-14,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0697,test,"Seattle,+WA6450",69600,need ambient humidity for industrial with archival freshness,,industrial,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0697,easy,domain-03,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0698,test,"Atlanta,+GA2338",69700,need moisture level for industrial with realtime freshness,,industrial,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0698,easy,domain-14,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0699,test,"Relay,+MD4093",69800,need ambient humidity for industrial with realtime freshness,,industrial,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0699,easy,domain-07,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0700,test,"New+York,+NY4134",69900,need ambient humidity for industrial with recent freshness,,industrial,humidity,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0700,easy,domain-03,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0701,test,"Atlanta,+GA6565",70000,need ambient humidity for industrial with recent freshness,,industrial,humidity,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0701,easy,domain-07,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0702,test,"Manasquan,+NJ4047",70100,need humidity for residential with archival freshness,,residential,humidity,archival,low,easy,2,2,paraphrase_controlled,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0702,easy,domain-01;domain-06,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0703,test,"Tacoma,+WA6720",70200,need moisture level for residential with archival freshness,,residential,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0703,easy,domain-13,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0704,test,"Roachdale,+IN6402",70300,need humidity for residential with realtime freshness,,residential,humidity,realtime,low,easy,2,2,paraphrase_controlled,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0704,easy,domain-05;domain-08,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0705,test,Boston5499,70400,need humidity for residential with realtime freshness,,residential,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0705,easy,domain-01,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0706,test,Paris4051,70500,need ambient humidity for residential with realtime freshness,,residential,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0706,easy,domain-13,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0707,test,"Relay,+MD6431",70600,need ambient humidity for residential with recent freshness,,residential,humidity,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0707,easy,domain-01,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0708,test,"Munich,+Germany4087",70700,need humidity for school area with archival freshness,,school_area,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0708,easy,domain-05,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0709,test,London4045,70800,need moisture level for school area with archival freshness,,school_area,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0709,easy,domain-01,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0710,test,"Rancho+Cordova,+CA5514",70900,need humidity for school area with archival freshness,,school_area,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0710,easy,domain-12,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0711,test,"Sydney,+Australia4067",71000,need ambient humidity for school area with archival freshness,,school_area,humidity,archival,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0711,easy,domain-16,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0712,test,"Ashburn,+VA10162",71100,need ambient humidity for school area with realtime freshness,,school_area,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0712,easy,domain-05,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0713,test,"Seattle,+WA6450",71200,need ambient humidity for school area with realtime freshness,,school_area,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0713,easy,domain-16,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0714,test,"Atlanta,+GA2338",71300,need moisture level for school area with realtime freshness,,school_area,humidity,realtime,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0714,easy,domain-01,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0715,test,"Relay,+MD4093",71400,need humidity for school area with recent freshness,,school_area,humidity,recent,low,easy,1,1,paraphrase_controlled,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0715,easy,domain-01,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0716,test,"New+York,+NY4134",71500,recent moisture level in school area,,school_area,humidity,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0716,easy,domain-12,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0717,test,"Atlanta,+GA6565",71600,recent humidity in school area,,school_area,humidity,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0717,easy,domain-16,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0718,test,"Manasquan,+NJ4047",71700,archival moisture level in stadium area,,stadium_area,humidity,archival,low,easy,2,2,semantic_brief,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0718,easy,domain-11;domain-16,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0719,test,"Tacoma,+WA6720",71800,archival humidity in stadium area,,stadium_area,humidity,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0719,easy,domain-04,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0720,test,"Roachdale,+IN6402",71900,realtime ambient humidity in stadium area,,stadium_area,humidity,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0720,easy,domain-04,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0721,test,Boston5499,72000,realtime ambient humidity in stadium area,,stadium_area,humidity,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0721,easy,domain-15,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0722,test,Paris4051,72100,realtime moisture level in stadium area,,stadium_area,humidity,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0722,easy,domain-16,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0723,test,"Relay,+MD6431",72200,recent ambient humidity in stadium area,,stadium_area,humidity,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0723,easy,domain-11,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0724,test,"Munich,+Germany4087",72300,recent ambient humidity in stadium area,,stadium_area,humidity,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0724,easy,domain-04,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0725,test,London4045,72400,recent ambient humidity in stadium area,,stadium_area,humidity,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,irrigation_buildup,qt-q-rf_1239_sprint-sanity_appendix_v3-0725,easy,domain-15,,0,0,irrigation_buildup
q-rf_1239_sprint-sanity_appendix_v3-0726,test,"Rancho+Cordova,+CA5514",72500,recent ambient humidity in stadium area,,stadium_area,humidity,recent,low,easy,1,1,semantic_brief,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0726,easy,domain-16,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0727,test,"Sydney,+Australia4067",72600,archival ambient humidity in transport hub,,transport_hub,humidity,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0727,easy,domain-15,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0728,test,"Ashburn,+VA10162",72700,archival humidity in transport hub,,transport_hub,humidity,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,morning_dampness,qt-q-rf_1239_sprint-sanity_appendix_v3-0728,easy,domain-04,,0,0,morning_dampness
q-rf_1239_sprint-sanity_appendix_v3-0729,test,"Seattle,+WA6450",72800,archival moisture level in transport hub,,transport_hub,humidity,archival,low,easy,1,1,semantic_brief,sanity_appendix_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-sanity_appendix_v3-0729,easy,domain-03,,0,0,stagnant_air_pocket
q-rf_1239_sprint-sanity_appendix_v3-0730,test,"Atlanta,+GA2338",72900,realtime ambient humidity in transport hub,,transport_hub,humidity,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0730,easy,domain-04,,0,0,comfort_moisture
q-rf_1239_sprint-sanity_appendix_v3-0731,test,"Relay,+MD4093",73000,realtime humidity in transport hub,,transport_hub,humidity,realtime,low,easy,1,1,semantic_brief,sanity_appendix_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-sanity_appendix_v3-0731,easy,domain-15,,0,0,indoor_outdoor_drift
q-rf_1239_sprint-sanity_appendix_v3-0732,test,"New+York,+NY4134",73100,recent humidity in transport hub,,transport_hub,humidity,recent,low,easy,2,2,semantic_brief,sanity_appendix_v3,comfort_moisture,qt-q-rf_1239_sprint-sanity_appendix_v3-0732,easy,domain-08;domain-11,,0,0,comfort_moisture
